"CrossName","BrCrCode","Synonym","sexTestRes","Program","Subprogram","Concept","Funding","Contract","Breeder","Planted","nonPsa","PsaDeaths","Remaining","Percent_Remaining"
"K13.0690","JQ_75","","","Green","Green","","Parental","PT1501","Elizabeth Popowski","28","28","0","0","0"
"K13.0690","JQ_75","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","20","0","7","13","65"
"K13.0672","KY_75","","","Green","Green","","Parental","PT1501","Elizabeth Popowski","28","28","0","0","0"
"K13.0672","KY_75","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","22","0","1","21","95.45"
"K13.1177","QH_532","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","47","1","20","26","55.32"
"K13.0823","QJ_532","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","3","0","1","2","66.67"
"K13.0692","QL_75","","","Green","Green","","Parental","PT1501","Elizabeth Popowski","28","28","0","0","0"
"K13.0692","QL_75","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","19","0","1","18","94.74"
"K13.0655","QS_549","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","15","0","2","13","86.67"
"K13.0654","QS_551","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","35","0","0","35","100"
"K13.0663","QT_554","","","Green","Green","","Parental","PT1501","Elizabeth Popowski","28","27","0","1","3.57"
"K13.0663","QT_554","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","23","0","0","23","100"
"K13.0751","QU_549","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","21","0","1","20","95.24"
"K13.0752","QU_75","","","Green","Green","","Parental","PT1501","Elizabeth Popowski","28","28","0","0","0"
"K13.0752","QU_75","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","11","0","2","9","81.82"
"K13.0658","QW_548","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","28","0","1","27","96.43"
"K13.0665","QX_551","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","21","0","1","20","95.24"
"K13.0629","QY_552","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","47","0","2","45","95.74"
"K13.0619","QZ_553","","","Green","Green","","Parental","PT1501","Elizabeth Popowski","29","27","0","2","6.9"
"K13.0619","QZ_553","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","27","0","0","27","100"
"K13.0620","QZ_554","","","Green","Green","","Parental","PT1501","Elizabeth Popowski","28","27","0","1","3.57"
"K13.0620","QZ_554","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","28","0","1","27","96.43"
"K13.0616","RA_146","","","Green","Green","","Parental","PT1501","Elizabeth Popowski","29","29","0","0","0"
"K13.0616","RA_146","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","28","0","0","28","100"
"K13.0613","RA_551","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","35","0","0","35","100"
"K13.0636","RB_554","","","Green","Green","","Parental","PT1501","Elizabeth Popowski","28","28","0","0","0"
"K13.0636","RB_554","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","14","0","1","13","92.86"
"K13.0649","RC_554","","","Green","Green","","Parental","PT1501","Elizabeth Popowski","8","8","0","0","0"
"K13.0649","RC_554","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","8","0","0","8","100"
"K13.0676","RD_554","","","Green","Green","","Parental","PT1501","Elizabeth Popowski","10","10","0","0","0"
"K13.0676","RD_554","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","10","0","0","10","100"
"K13.0677","RE_552","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","34","0","3","31","91.18"
"K13.0660","RF_548","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","43","0","2","41","95.35"
"K13.0644","RG_550","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","40","0","0","40","100"
"K13.0680","RJ_75","","","Green","Green","","Parental","PT1501","Elizabeth Popowski","28","27","0","1","3.57"
"K13.0680","RJ_75","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","10","0","1","9","90"
"K13.0627","RK_548","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","34","0","0","34","100"
"K13.0626","RK_551","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","16","0","1","15","93.75"
"K13.0625","RK_554","","","Green","Green","","Parental","PT1501","Elizabeth Popowski","23","23","0","0","0"
"K13.0625","RK_554","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","7","0","0","7","100"
"rKS167","rKS167","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","28","0","4","24","85.71"
"rKS170","rKS170","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","28","0","3","25","89.29"
"K13.0639","RL_549","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","41","0","0","41","100"
"K13.0653","RM_111","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","21","0","0","21","100"
"K13.0622","RN_548","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","21","0","0","21","100"
"K13.0624","RN_554","","","Green","Green","","Parental","PT1501","Elizabeth Popowski","33","33","0","0","0"
"K13.0624","RN_554","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","32","0","0","32","100"
"K13.0641","RP_549","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","21","0","0","21","100"
"K13.0684","RQ_548","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","21","0","1","20","95.24"
"K13.0686","RQ_554","","","Green","Green","","Parental","PT1501","Elizabeth Popowski","28","28","0","0","0"
"K13.0686","RQ_554","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","28","0","2","26","92.86"
"K13.0685","RQ_75","","","Green","Green","","Parental","PT1501","Elizabeth Popowski","28","28","0","0","0"
"K13.0685","RQ_75","","","Green","Green","","Parental","PT1601","Elizabeth Popowski","21","0","0","21","100"
"K13.0688","JQ_550","","","Green","Green","","","","Elizabeth Popowski","14","0","1","13","92.86"
"K12.0915","PJ_153","PJ_153","","Green","Green","","","PT1401","Elizabeth Popowski","51","1","4","46","90.2"
"K12.0913","PJ_187","PJ_187","","Green","Green","","","PT1401","Elizabeth Popowski","27","0","2","25","92.59"
"K12.0914","PJ_21","PJ_21","","Green","Green","","","PT1401","Elizabeth Popowski","45","0","3","42","93.33"
"K12.0911","PJ_28","PJ_28","","Green","Green","","","PT1401","Elizabeth Popowski","44","0","4","40","90.91"
"K12.0912","PJ_29","PJ_29","","Green","Green","","","PT1401","Elizabeth Popowski","41","0","1","40","97.56"
"K12.0950","PM_153","PM_153","","Green","Green","","","PT1401","Elizabeth Popowski","49","1","7","41","83.67"
"K12.0948","PM_21","PM_21","","Green","Green","","","PT1401","Elizabeth Popowski","39","1","7","31","79.49"
"K12.0953","PM_518","PM_518","","Green","Green","","","PT1401","Elizabeth Popowski","34","0","5","29","85.29"
"K12.0907","PN_518","PN_518","","Green","Green","","","PT1401","Elizabeth Popowski","48","1","18","29","60.42"
"K12.0901","PR_153","PR_153","","Green","Green","","","PT1401","Elizabeth Popowski","57","0","11","46","80.7"
"K12.0900","PR_187","PR_187","","Green","Green","","","PT1401","Elizabeth Popowski","35","0","0","35","100"
"K12.0899","PR_518","PR_518","","Green","Green","","","PT1401","Elizabeth Popowski","46","0","4","42","91.3"
"K12.0942","PT_194","PT_194","","Green","Green","","","PT1401","Elizabeth Popowski","42","0","0","42","100"
"K12.0941","PT_28","PT_28","","Green","Green","","","PT1401","Elizabeth Popowski","54","0","8","46","85.19"
"K12.0947","PT_39","PT_39","","Green","Green","","","PT1401","Elizabeth Popowski","36","0","0","36","100"
"K12.0940","PT_518","PT_518","","Green","Green","","","PT1401","Elizabeth Popowski","18","0","2","16","88.89"
"K12.0925","PW_187","PW_187","","Green","Green","","","PT1401","Elizabeth Popowski","73","3","5","65","89.04"
"K12.0930","PW_194","PW_194","","Green","Green","","","PT1401","Elizabeth Popowski","44","1","1","42","95.45"
"K12.0931","PW_28","PW_28","","Green","Green","","","PT1401","Elizabeth Popowski","49","1","6","42","85.71"
"K13.0654","QS_551","","","Green","Green","","","","Elizabeth Popowski","7","0","0","7","100"
"K13.0751","QU_549","","","Green","Green","","","","Elizabeth Popowski","7","0","1","6","85.71"
"K13.0665","QX_551","","","Green","Green","","","","Elizabeth Popowski","7","0","0","7","100"
"K13.0677","RE_552","","","Green","Green","","","","Elizabeth Popowski","13","0","2","11","84.62"
"K13.0660","RF_548","","","Green","Green","","","","Elizabeth Popowski","7","0","1","6","85.71"
"K13.0644","RG_550","","","Green","Green","","","","Elizabeth Popowski","7","0","0","7","100"
"K13.0627","RK_548","","","Green","Green","","","","Elizabeth Popowski","11","0","0","11","100"
"K13.0639","RL_549","","","Green","Green","","","","Elizabeth Popowski","8","0","1","7","87.5"
"K13.0653","RM_111","","","Green","Green","","","","Elizabeth Popowski","13","0","0","13","100"
"K13.0622","RN_548","","","Green","Green","","","","Elizabeth Popowski","7","0","1","6","85.71"
"K13.0641","RP_549","","","Green","Green","","","","Elizabeth Popowski","14","0","0","14","100"
"K13.0684","RQ_548","","","Green","Green","","","","Elizabeth Popowski","7","0","0","7","100"
"K13.0586","DB_532","","","Hybrid","Hybrid(toDEL)","","Parental","PT1501","Elizabeth Popowski","14","5","1","8","57.14"
"K13.0572","DD_534","","","Hybrid","Hybrid(toDEL)","","Parental","PT1501","Elizabeth Popowski","5","5","0","0","0"
"K13.0823","QJ_532","","","Hybrid","Hybrid(toDEL)","","Parental","PT1501","Elizabeth Popowski","11","5","4","2","18.18"
"K13.1308","rOD_287","","Male","Red","2x Red","","Commercial","NC1501","Russell Lowe","90","0","89","1","1.11"
"K13.0049","cA_840","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","8","0","2","6","75"
"K13.0051","cA_842","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","1","0","1","0","0"
"K13.0048","cA_847","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","51","0","48","3","5.88"
"K13.0046","cA_851","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","17","0","9","8","47.06"
"K13.0047","cA_853","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","23","0","15","8","34.78"
"K13.0050","cA_866","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","35","0","12","23","65.71"
"K13.0054","cB_846","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","44","0","41","3","6.82"
"K13.0053","cB_847","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","55","0","51","4","7.27"
"K13.0052","cB_850","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","30","0","19","11","36.67"
"K13.0056","cB_880","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","37","0","10","27","72.97"
"K13.0057","cC_852","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","17","0","11","6","35.29"
"K13.0058","cC_853","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","31","0","18","13","41.94"
"K13.0061","cC_867","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","32","0","19","13","40.62"
"K13.0066","cD_848","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","36","0","26","10","27.78"
"K13.0062","cD_851","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","30","0","27","3","10"
"K13.0063","cD_854","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","18","0","12","6","33.33"
"K13.0065","cD_879","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","30","0","29","1","3.33"
"K13.0068","cE_847","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","56","0","53","3","5.36"
"K13.0067","cE_851","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","21","0","16","5","23.81"
"K13.0076","cF_848","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","15","0","4","11","73.33"
"K13.0072","cF_850","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","19","0","9","10","52.63"
"K13.0073","cF_854","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","33","0","11","22","66.67"
"K13.0074","cF_877","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","1","0","0","1","100"
"K13.0075","cF_878","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","17","0","14","3","17.65"
"K13.0079","cG_840","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","9","0","6","3","33.33"
"K13.0077","cG_850","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","19","0","13","6","31.58"
"K13.0078","cG_852","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","21","0","14","7","33.33"
"K13.0083","cH_853","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","6","0","3","3","50"
"K13.0089","cJ_846","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","54","0","51","3","5.56"
"K13.0087","cJ_852","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","14","0","11","3","21.43"
"K13.0090","cJ_869","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","15","0","5","10","66.67"
"K13.0091","cJ_881","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","11","0","8","3","27.27"
"K13.0095","cK_841","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","2","0","0","2","100"
"K13.0096","cK_842","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","5","0","3","2","40"
"K13.0092","cK_851","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","16","0","7","9","56.25"
"K13.0098","cL_840","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","17","0","5","12","70.59"
"K13.0100","cL_868","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","20","0","11","9","45"
"K13.0099","cL_878","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","29","0","24","5","17.24"
"K13.0106","cM_841","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","31","0","8","23","74.19"
"K13.0102","cM_850","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","33","0","4","29","87.88"
"K13.0103","cM_854","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","15","0","2","13","86.67"
"K13.0105","cM_869","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","15","0","3","12","80"
"K13.0107","cN_852","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","37","0","32","5","13.51"
"K13.0108","cN_867","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","14","0","13","1","7.14"
"K13.0109","cN_880","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","25","0","18","7","28"
"K13.0114","cP_868","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","11","0","7","4","36.36"
"K13.0120","cQ_842","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","31","0","29","2","6.45"
"K13.0119","cQ_849","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","22","0","19","3","13.64"
"K13.0117","cQ_867","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","18","0","17","1","5.56"
"K13.0118","cQ_868","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","14","0","10","4","28.57"
"K13.0122","cR_840","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","19","0","12","7","36.84"
"K13.0121","cR_853","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","28","0","24","4","14.29"
"K13.0124","cR_866","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","17","0","10","7","41.18"
"K13.0125","cR_868","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","12","0","6","6","50"
"K13.0123","cR_879","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","21","0","19","2","9.52"
"K13.0126","cR_880","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","21","0","10","11","52.38"
"K13.0132","cS_842","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","21","0","19","2","9.52"
"K13.0131","cS_848","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","17","0","16","1","5.88"
"K13.0130","cS_869","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","18","0","15","3","16.67"
"K13.0129","cS_876","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","14","0","7","7","50"
"K13.0127","cS_877","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","25","0","13","12","48"
"K13.0128","cS_879","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","15","0","14","1","6.67"
"K13.0138","cT_842","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","20","0","15","5","25"
"K13.0133","cT_850","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","5","0","3","2","40"
"K13.0134","cT_851","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","15","0","11","4","26.67"
"K13.0137","cT_866","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","13","0","6","7","53.85"
"K13.0140","cU_846","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","37","0","35","2","5.41"
"K13.0142","cU_869","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","20","0","12","8","40"
"K13.0141","cU_878","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","28","0","25","3","10.71"
"K13.0145","cV_840","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","16","0","15","1","6.25"
"K13.0149","cV_841","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","15","0","10","5","33.33"
"K13.0147","cV_849","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","19","0","13","6","31.58"
"K13.0144","cV_852","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","27","0","26","1","3.7"
"K13.0146","cV_878","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","19","0","15","4","21.05"
"K13.0148","cV_880","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","19","0","18","1","5.26"
"K13.0150","cW_850","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","30","0","14","16","53.33"
"K13.0151","cW_854","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","19","0","7","12","63.16"
"K13.0154","cW_869","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","13","0","11","2","15.38"
"K13.0153","cW_876","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","1","0","0","1","100"
"K13.0152","cW_878","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","32","0","28","4","12.5"
"K13.0159","cY_868","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","23","0","13","10","43.48"
"K13.0167","cZ_841","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","31","0","7","24","77.42"
"K13.0162","cZ_851","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","13","0","12","1","7.69"
"K13.0163","cZ_853","","","Red","2x Red","","Parental","PT1501","Canhong Cheng","28","0","17","11","39.29"
"K13.0941","rOJ _M101","","","Red","2x Red","","Parental","PT1501","Russell Lowe","204","0","132","72","35.29"
"K13.0048","cA_847","","Male","Red","2x Red","","","PT1501","Canhong Cheng","2","0","2","0","0"
"K13.0046","cA_851","","Female","Red","2x Red","","","PT1501","Canhong Cheng","14","0","11","3","21.43"
"K13.0054","cB_846","","Male","Red","2x Red","","","PT1501","Canhong Cheng","2","0","2","0","0"
"K13.0053","cB_847","","Male","Red","2x Red","","","PT1501","Canhong Cheng","2","0","2","0","0"
"K13.0057","cC_852","","Female","Red","2x Red","","","PT1501","Canhong Cheng","11","0","8","3","27.27"
"K13.0063","cD_854","","Female","Red","2x Red","","","PT1501","Canhong Cheng","17","0","13","4","23.53"
"K13.0068","cE_847","","Male","Red","2x Red","","","PT1501","Canhong Cheng","2","0","2","0","0"
"K13.0067","cE_851","","Female","Red","2x Red","","","PT1501","Canhong Cheng","14","0","13","1","7.14"
"K13.0072","cF_850","","Female","Red","2x Red","","","PT1501","Canhong Cheng","16","0","8","8","50"
