"CrossName","BrCrCode","Synonym","sexTestRes","Program","Subprogram","Concept","Funding","Contract","Breeder","Planted","nonPsa","PsaDeaths","Remaining","Percent_Remaining"
"K14.0032","rPP_239","","Female","Red","2x Red","","","NC1601","Russell Lowe","55","1","19","35","63.64"
"K14.0032","rPP_239","","Male","Red","2x Red","","","NC1601","Russell Lowe","8","0","3","5","62.5"
"K14.0030","rPP_240","","Female","Red","2x Red","","","NC1601","Russell Lowe","56","3","32","21","37.5"
"K14.0030","rPP_240","","Male","Red","2x Red","","","NC1601","Russell Lowe","8","0","5","3","37.5"
"K14.0044","rPS_208","","Female","Red","2x Red","","","NC1601","Russell Lowe","72","0","27","45","62.5"
"K14.0044","rPS_208","","Male","Red","2x Red","","","NC1601","Russell Lowe","9","0","3","6","66.67"
"K14.0042","rPS_240","","Female","Red","2x Red","","","NC1601","Russell Lowe","41","0","13","28","68.29"
"K14.0042","rPS_240","","Male","Red","2x Red","","","NC1601","Russell Lowe","6","0","0","6","100"
"K14.0043","rPS_243","","Female","Red","2x Red","","","NC1601","Russell Lowe","11","0","6","5","45.45"
"K14.0043","rPS_243","","Male","Red","2x Red","","","NC1601","Russell Lowe","4","0","1","3","75"
"K14.0043","rPS_243","","Unknown","Red","2x Red","","","NC1601","Russell Lowe","3","0","0","3","100"
"K14.0046","rPS_287","","Female","Red","2x Red","","","NC1601","Russell Lowe","114","4","28","82","71.93"
"K14.0046","rPS_287","","Male","Red","2x Red","","","NC1601","Russell Lowe","16","0","6","10","62.5"
"K14.0049","rPT_244","","Female","Red","2x Red","","","NC1601","Russell Lowe","55","0","15","40","72.73"
"K14.0049","rPT_244","","Male","Red","2x Red","","","NC1601","Russell Lowe","8","0","4","4","50"
"K14.0097","rJV_870","","Female","Red","4x Red","","","NC1601","Russell Lowe","12","0","5","7","58.33"
"K14.0097","rJV_870","","Male","Red","4x Red","","","NC1601","Russell Lowe","2","0","0","2","100"
"K14.0097","rJV_870","","Negative","Red","4x Red","","","NC1601","Russell Lowe","1","0","1","0","0"
"K14.0098","rJV_871","","Female","Red","4x Red","","","NC1601","Russell Lowe","7","1","2","4","57.14"
"K14.0098","rJV_871","","Male","Red","4x Red","","","NC1601","Russell Lowe","1","0","0","1","100"
"K14.0099","rJV_873","","Female","Red","4x Red","","","NC1601","Russell Lowe","13","0","1","12","92.31"
"K14.0099","rJV_873","","Male","Red","4x Red","","","NC1601","Russell Lowe","3","0","0","3","100"
"K14.0106","rLO_874","","Female","Red","4x Red","","","NC1601","Russell Lowe","56","1","5","50","89.29"
"K14.0106","rLO_874","","Male","Red","4x Red","","","NC1601","Russell Lowe","8","0","0","8","100"
"K14.0107","rLO_875","","Female","Red","4x Red","","","NC1601","Russell Lowe","77","0","7","70","90.91"
"K14.0107","rLO_875","","Male","Red","4x Red","","","NC1601","Russell Lowe","11","0","1","10","90.91"
"K14.0129","rLP_870","","Female","Red","4x Red","","","NC1601","Russell Lowe","7","0","2","5","71.43"
"K14.0129","rLP_870","","Male","Red","4x Red","","","NC1601","Russell Lowe","1","0","1","0","0"
"K14.0130","rLP_871","","Female","Red","4x Red","","","NC1601","Russell Lowe","7","0","0","7","100"
"K14.0130","rLP_871","","Male","Red","4x Red","","","NC1601","Russell Lowe","1","0","0","1","100"
"K14.0131","rLP_873","","Female","Red","4x Red","","","NC1601","Russell Lowe","7","0","1","6","85.71"
"K14.0131","rLP_873","","Male","Red","4x Red","","","NC1601","Russell Lowe","1","0","0","1","100"
"K14.0132","rLP_874","","Female","Red","4x Red","","","NC1601","Russell Lowe","13","1","1","11","84.62"
"K14.0132","rLP_874","","Male","Red","4x Red","","","NC1601","Russell Lowe","2","0","0","2","100"
"K14.0133","rLP_875","","Female","Red","4x Red","","","NC1601","Russell Lowe","7","0","0","7","100"
"K14.0133","rLP_875","","Male","Red","4x Red","","","NC1601","Russell Lowe","1","0","0","1","100"
"K14.0111","rMX_873","","Female","Red","4x Red","","","NC1601","Russell Lowe","7","0","1","6","85.71"
"K14.0111","rMX_873","","Male","Red","4x Red","","","NC1601","Russell Lowe","1","0","0","1","100"
"K14.0112","rMX_875","","Female","Red","4x Red","","","NC1601","Russell Lowe","7","0","0","7","100"
"K14.0112","rMX_875","","Male","Red","4x Red","","","NC1601","Russell Lowe","1","0","0","1","100"
"K14.0134","rNP_870","","Female","Red","4x Red","","","NC1601","Russell Lowe","7","0","2","5","71.43"
"K14.0134","rNP_870","","Male","Red","4x Red","","","NC1601","Russell Lowe","1","0","0","1","100"
"K14.0135","rNP_873","","Female","Red","4x Red","","","NC1601","Russell Lowe","47","1","14","32","68.09"
"K14.0135","rNP_873","","Male","Red","4x Red","","","NC1601","Russell Lowe","7","1","1","5","71.43"
"K14.0071","rOJ_022/1","","Female","Red","4x Red","","","NC1601","Russell Lowe","44","0","4","40","90.91"
"K14.0071","rOJ_022/1","","Male","Red","4x Red","","","NC1601","Russell Lowe","6","0","1","5","83.33"
"K14.0118","rPK_874","","Female","Red","4x Red","","","NC1601","Russell Lowe","20","0","8","12","60"
"K14.0118","rPK_874","","Male","Red","4x Red","","","NC1601","Russell Lowe","3","0","1","2","66.67"
