"CrossName","BrCrCode","Synonym","sexTestRes","Program","Subprogram","Concept","Funding","Contract","Breeder","Planted","nonPsa","PsaDeaths","Remaining","Percent_Remaining"
"K14.0096","rJV_022","","Unknown","Gold","4x Yellow","","","NC1601","Russell Lowe","2","0","0","2","100"
"K14.0093","rJV_237","","Female","Gold","4x Yellow","","","NC1601","Russell Lowe","10","0","0","10","100"
"K14.0093","rJV_237","","Male","Gold","4x Yellow","","","NC1601","Russell Lowe","1","0","0","1","100"
"K14.0093","rJV_237","","Negative","Gold","4x Yellow","","","NC1601","Russell Lowe","3","0","1","2","66.67"
"K14.0093","rJV_237","","","Gold","4x Yellow","","","NC1601","Russell Lowe","1","0","0","1","100"
"K14.0095","rJV_272","","Negative","Gold","4x Yellow","","","NC1601","Russell Lowe","2","0","1","1","50"
"K14.0094","rJV_386","","Female","Gold","4x Yellow","","","NC1601","Russell Lowe","6","0","1","5","83.33"
"K13.0286","rJW_297","","Female","Gold","4x Yellow","","","NC1501","Russell Lowe","14","0","11","3","21.43"
"K13.0286","rJW_297","","Male","Gold","4x Yellow","","","NC1501","Russell Lowe","1","0","1","0","0"
"K13.0285","rJW_406","","Female","Gold","4x Yellow","","","NC1501","Russell Lowe","33","0","6","27","81.82"
"K13.0285","rJW_406","","Male","Gold","4x Yellow","","","NC1501","Russell Lowe","2","0","0","2","100"
"K13.0285","rJW_406","","Negative","Gold","4x Yellow","","","NC1501","Russell Lowe","1","0","0","1","100"
"K13.0290","rJW_437","","Female","Gold","4x Yellow","","","NC1501","Russell Lowe","24","0","17","7","29.17"
"K13.0290","rJW_437","","Male","Gold","4x Yellow","","","NC1501","Russell Lowe","1","0","1","0","0"
"K13.0289","rJW_441/432","","Female","Gold","4x Yellow","","","NC1501","Russell Lowe","84","0","66","18","21.43"
"K13.0289","rJW_441/432","","Male","Gold","4x Yellow","","","NC1501","Russell Lowe","9","0","9","0","0"
"K13.0289","rJW_441/432","","Negative","Gold","4x Yellow","","","NC1501","Russell Lowe","1","0","1","0","0"
"K13.0289","rJW_441/432","","Unknown","Gold","4x Yellow","","","NC1501","Russell Lowe","1","0","0","1","100"
"K12.0213","rJZ_022","rJZ_022","","Gold","4x Yellow","","","NC1601","Russell Lowe","4","0","1","3","75"
"K13.0556","rJZ_249","","Male","Gold","4x Yellow","","","NC1501","Alan Seal","47","0","18","29","61.7"
"K13.0556","rJZ_249","","Negative","Gold","4x Yellow","","","NC1501","Alan Seal","1","0","0","1","100"
"K12.0212","rJZ_321","rJZ_321","","Gold","4x Yellow","","","NC1601","Russell Lowe","1","0","0","1","100"
"K13.0552","rJZ_607","","Male","Gold","4x Yellow","","","NC1501","Alan Seal","55","0","21","34","61.82"
"K13.0552","rJZ_607","","Negative","Gold","4x Yellow","","","NC1501","Alan Seal","1","0","0","1","100"
"K13.0552","rJZ_607","","Unknown","Gold","4x Yellow","","","NC1501","Alan Seal","1","0","0","1","100"
"K14.0389","rKG_224","","","Gold","4x Yellow","","","","Russell Lowe","303","0","138","165","54.46"
"K12.0510","rKG_227","rKG_227","","Gold","4x Yellow","","","NC1301","Russell Lowe","1","0","1","0","0"
"K13.0299","rKG_248","","Female","Gold","4x Yellow","","","NC1501","Russell Lowe","232","0","98","134","57.76"
"K13.0299","rKG_248","","Male","Gold","4x Yellow","","","NC1501","Russell Lowe","20","0","5","15","75"
"K13.0299","rKG_248","","Unknown","Gold","4x Yellow","","","NC1501","Russell Lowe","1","0","0","1","100"
"K13.0298","rKG_297","","Female","Gold","4x Yellow","","","NC1501","Russell Lowe","39","0","11","28","71.79"
"K13.0298","rKG_297","","Male","Gold","4x Yellow","","","NC1501","Russell Lowe","3","0","1","2","66.67"
"K13.0300","rKG_298","","Female","Gold","4x Yellow","","","NC1501","Russell Lowe","66","0","32","34","51.52"
"K13.0300","rKG_298","","Male","Gold","4x Yellow","","","NC1501","Russell Lowe","1","0","1","0","0"
"K13.0300","rKG_298","","Unknown","Gold","4x Yellow","","","NC1501","Russell Lowe","2","0","1","1","50"
"K12.0388","rKG_376","rKG_376","","Gold","4x Yellow","","","NC1301","Russell Lowe","1","0","0","1","100"
"K12.0388","rKG_376","rKG_376","","Gold","4x Yellow","","","NC1601","Russell Lowe","2","0","0","2","100"
"K12.0387","rKG_379","rKG_379","","Gold","4x Yellow","","","NC1601","Russell Lowe","1","0","0","1","100"
"K13.0297","rKG_406","","Female","Gold","4x Yellow","","","NC1501","Russell Lowe","23","0","8","15","65.22"
"K14.0128","rLP_022","","Female","Gold","4x Yellow","","","NC1601","Russell Lowe","2","0","0","2","100"
"K14.0128","rLP_022","","Male","Gold","4x Yellow","","","NC1601","Russell Lowe","1","0","0","1","100"
"K14.0128","rLP_022","","Negative","Gold","4x Yellow","","","NC1601","Russell Lowe","4","0","0","4","100"
"K14.0128","rLP_022","","Unknown","Gold","4x Yellow","","","NC1601","Russell Lowe","2","0","0","2","100"
"K13.0327","rLU_406","","Female","Gold","4x Yellow","","","NC1501","Russell Lowe","20","0","6","14","70"
"K13.0327","rLU_406","","Male","Gold","4x Yellow","","","NC1501","Russell Lowe","2","0","1","1","50"
"K13.0327","rLU_406","","Negative","Gold","4x Yellow","","","NC1501","Russell Lowe","2","0","1","1","50"
"K13.0349","rLY_437","","Female","Gold","4x Yellow","","","NC1501","Russell Lowe","18","2","16","0","0"
"K13.0349","rLY_437","","Male","Gold","4x Yellow","","","NC1501","Russell Lowe","2","0","2","0","0"
"K13.0347","rLY_441/432","","Female","Gold","4x Yellow","","","NC1501","Russell Lowe","23","0","21","2","8.7"
"K13.0347","rLY_441/432","","Male","Gold","4x Yellow","","","NC1501","Russell Lowe","4","0","3","1","25"
"K13.0347","rLY_441/432","","Negative","Gold","4x Yellow","","","NC1501","Russell Lowe","3","0","3","0","0"
"K12.0172","rMK_367","rMK_367","","Gold","4x Yellow","","","NC1601","Russell Lowe","1","0","0","1","100"
"K12.0217","rML_360","rML_360","","Gold","4x Yellow","","","NC1601","Russell Lowe","1","0","1","0","0"
"K12.0216","rML_361","rML_361","","Gold","4x Yellow","","","NC1601","Russell Lowe","2","0","2","0","0"
"K12.0124","rMP_360","rMP_360","","Gold","4x Yellow","","","NC1601","Russell Lowe","6","0","2","4","66.67"
"K13.0295","rMR_219","","Female","Gold","4x Yellow","","","NC1501","Russell Lowe","47","1","19","27","57.45"
"K13.0295","rMR_219","","Male","Gold","4x Yellow","","","NC1501","Russell Lowe","9","0","4","5","55.56"
"K13.0292","rMR_297","","Female","Gold","4x Yellow","","","NC1501","Russell Lowe","85","0","24","61","71.76"
"K13.0292","rMR_297","","Male","Gold","4x Yellow","","","NC1501","Russell Lowe","10","0","3","7","70"
"K13.0292","rMR_297","","Negative","Gold","4x Yellow","","","NC1501","Russell Lowe","2","0","1","1","50"
"K13.0291","rMR_406","","Female","Gold","4x Yellow","","","NC1501","Russell Lowe","29","0","5","24","82.76"
"K13.0291","rMR_406","","Male","Gold","4x Yellow","","","NC1501","Russell Lowe","2","0","1","1","50"
"K12.0142","rMU_321","rMU_321","","Gold","4x Yellow","","","NC1601","Russell Lowe","1","0","0","1","100"
"K12.0139","rMU_367","rMU_367","","Gold","4x Yellow","","","NC1301","Russell Lowe","4","0","1","3","75"
"K12.0194","rNO_022","rNO_022","","Gold","4x Yellow","","","NC1601","Russell Lowe","1","0","0","1","100"
"K13.0309","rNP_297","","Female","Gold","4x Yellow","","","NC1501","Russell Lowe","38","2","29","7","18.42"
"K13.0309","rNP_297","","Male","Gold","4x Yellow","","","NC1501","Russell Lowe","3","0","1","2","66.67"
"K13.0313","rNP_437","","Female","Gold","4x Yellow","","","NC1501","Russell Lowe","85","6","68","11","12.94"
"K13.0313","rNP_437","","Male","Gold","4x Yellow","","","NC1501","Russell Lowe","4","0","2","2","50"
"K13.0314","rNP_441/432","","Female","Gold","4x Yellow","","","NC1501","Russell Lowe","163","0","130","33","20.25"
"K13.0314","rNP_441/432","","Male","Gold","4x Yellow","","","NC1501","Russell Lowe","13","0","8","5","38.46"
"K13.0314","rNP_441/432","","Negative","Gold","4x Yellow","","","NC1501","Russell Lowe","2","0","2","0","0"
"K13.0314","rNP_441/432","","Unknown","Gold","4x Yellow","","","NC1501","Russell Lowe","1","0","1","0","0"
"K12.0149","rNR_321","rNR_321","","Gold","4x Yellow","","","NC1601","Russell Lowe","1","0","1","0","0"
"K12.0184","rOA_321","rOA_321","","Gold","4x Yellow","","","NC1601","Russell Lowe","2","0","1","1","50"
"K12.0180","rOA_361","rOA_361","","Gold","4x Yellow","","","NC1601","Russell Lowe","2","0","0","2","100"
"K13.0359","rPC_248","","Female","Gold","4x Yellow","","","NC1501","Russell Lowe","35","1","6","28","80"
"K13.0359","rPC_248","","Male","Gold","4x Yellow","","","NC1501","Russell Lowe","9","0","1","8","88.89"
"K13.0359","rPC_248","","Negative","Gold","4x Yellow","","","NC1501","Russell Lowe","1","0","1","0","0"
"K13.0358","rPC_297","","Female","Gold","4x Yellow","","","NC1501","Russell Lowe","68","0","36","32","47.06"
"K13.0358","rPC_297","","Male","Gold","4x Yellow","","","NC1501","Russell Lowe","8","0","4","4","50"
"K13.0358","rPC_297","","Negative","Gold","4x Yellow","","","NC1501","Russell Lowe","7","0","5","2","28.57"
"K13.0360","rPC_298","","Female","Gold","4x Yellow","","","NC1501","Russell Lowe","37","7","26","4","10.81"
"K13.0360","rPC_298","","Male","Gold","4x Yellow","","","NC1501","Russell Lowe","1","0","0","1","100"
"K14.0100","rPG_393","","Female","Gold","4x Yellow","","","NC1601","Russell Lowe","28","0","9","19","67.86"
"K14.0100","rPG_393","","Negative","Gold","4x Yellow","","","NC1601","Russell Lowe","7","0","3","4","57.14"
"K14.0100","rPG_393","","Unknown","Gold","4x Yellow","","","NC1601","Russell Lowe","1","0","1","0","0"
"K14.0446","rPH_022/2","","Female","Gold","4x Yellow","","","NC1601","Russell Lowe","4","0","1","3","75"
"K14.0446","rPH_022/2","","Male","Gold","4x Yellow","","","NC1601","Russell Lowe","1","0","0","1","100"
"K14.0446","rPH_022/2","","Negative","Gold","4x Yellow","","","NC1601","Russell Lowe","3","0","1","2","66.67"
"K14.0113","rPK_237","","Female","Gold","4x Yellow","","","NC1601","Russell Lowe","19","0","3","16","84.21"
"K14.0113","rPK_237","","Male","Gold","4x Yellow","","","NC1601","Russell Lowe","3","0","0","3","100"
"K14.0113","rPK_237","","Negative","Gold","4x Yellow","","","NC1601","Russell Lowe","25","0","4","21","84"
"K14.0113","rPK_237","","Unknown","Gold","4x Yellow","","","NC1601","Russell Lowe","2","0","1","1","50"
"K14.0113","rPK_237","","","Gold","4x Yellow","","","NC1601","Russell Lowe","2","0","2","0","0"
"K14.0114","rPK_298","","Female","Gold","4x Yellow","","","NC1601","Russell Lowe","2","0","0","2","100"
"K14.0114","rPK_298","","Male","Gold","4x Yellow","","","NC1601","Russell Lowe","1","0","0","1","100"
"K14.0114","rPK_298","","Negative","Gold","4x Yellow","","","NC1601","Russell Lowe","3","0","0","3","100"
"K14.0114","rPK_298","","Unknown","Gold","4x Yellow","","","NC1601","Russell Lowe","2","0","0","2","100"
"K14.0115","rPK_376","","Female","Gold","4x Yellow","","","NC1601","Russell Lowe","1","0","0","1","100"
"K14.0115","rPK_376","","Negative","Gold","4x Yellow","","","NC1601","Russell Lowe","12","0","0","12","100"
"K14.0116","rPK_380","","Female","Gold","4x Yellow","","","NC1601","Russell Lowe","1","0","0","1","100"
"K14.0116","rPK_380","","Male","Gold","4x Yellow","","","NC1601","Russell Lowe","3","0","1","2","66.67"
"K14.0116","rPK_380","","Negative","Gold","4x Yellow","","","NC1601","Russell Lowe","9","0","0","9","100"
"K14.0116","rPK_380","","Unknown","Gold","4x Yellow","","","NC1601","Russell Lowe","1","0","0","1","100"
"K14.0465","rPK_393","","Female","Gold","4x Yellow","","","NC1601","Russell Lowe","6","0","3","3","50"
"K14.0465","rPK_393","","Male","Gold","4x Yellow","","","NC1601","Russell Lowe","1","0","1","0","0"
"K14.0465","rPK_393","","Negative","Gold","4x Yellow","","","NC1601","Russell Lowe","2","0","1","1","50"
"rHK_247","rHK_247","","","Red","2x Red","","","NC1301","Russell Lowe","1","0","0","1","100"
"rHQ_286","rHQ_286","","","Red","2x Red","","","NC1501","Russell Lowe","1","0","0","1","100"
"rLD_328","rLD_328","","","Red","2x Red","","","NC1301","Luis Gea","6","0","5","1","16.67"
"rLL_142","rLL_142","","","Red","2x Red","","","NC1301","Luis Gea","8","1","3","4","50"
"K12.0202","rNP_321","rNP_321","","Red","4x Red","","","NC1601","Russell Lowe","1","0","0","1","100"
